,ex_date,split_factor
4363,20180424000000,2.2999713
4364,20190530000000,1.5
4365,20150529000000,1.6
4366,20190611000000,1.5
4367,20180706000000,1.6
4368,20150930000000,3.0
4369,20170620000000,1.5
4370,20180626000000,1.2
4371,20150626000000,2.0
4372,20150508000000,1.6
4373,20180509000000,1.6
4374,20150427000000,2.0
4375,20170825000000,1.7
4376,20160413000000,2.0
4377,20150703000000,2.0
4378,20160420000000,2.2
4379,20190708000000,1.7
4380,20150512000000,1.5
4381,20150915000000,1.5
4382,20150504000000,1.3
4383,20180612000000,1.7
4384,20190610000000,1.7
4385,20150611000000,2.0
4386,20180418000000,2.0
4387,20160620000000,1.5
4388,20150928000000,2.0
4389,20180808000000,1.5
4390,20160411000000,3.0
4391,20151102000000,3.0
4392,20150520000000,1.5
4393,20160524000000,1.5
4394,20170908000000,2.0
4395,20160512000000,2.0
4396,20180411000000,2.0
4397,20160525000000,2.0
4398,20170607000000,3.0
4399,20180524000000,1.7
4400,20190528000000,1.5
4401,20160527000000,2.0
4402,20150915000000,3.0
4403,20160518000000,2.0
4404,20180502000000,1.7
4405,20181009000000,1.7
4406,20190528000000,1.7
4407,20150917000000,2.0
4408,20160524000000,1.5
4409,20170609000000,1.3
4410,20160422000000,1.5
4411,20170613000000,1.5
4412,20180605000000,1.5
4413,20180531000000,1.7
4414,20160620000000,1.8
4415,20190618000000,1.5001187
4416,20160608000000,2.5
4417,20170512000000,1.5
4418,20160617000000,2.5
4419,20180620000000,1.7
4420,20190430000000,1.7
4421,20150811000000,1.75
4422,20160714000000,1.7
4423,20180620000000,1.75
4424,20170922000000,1.8
4425,20170512000000,2.0
4426,20170713000000,2.0
4427,20160531000000,1.5
4428,20160330000000,3.0
4429,20150925000000,2.0
4430,20160711000000,2.4994028
4431,20160429000000,2.0
4432,20170615000000,1.9
4433,20170616000000,2.0
4434,20190611000000,1.3
4435,20160415000000,2.0512991
4436,20160608000000,1.5
4437,20190606000000,1.3
4438,20160707000000,2.0
4439,20180709000000,1.6
4440,20160331000000,2.0
4441,20180718000000,1.5042526
4442,20190703000000,1.5
4443,20170921000000,2.0
4444,20190604000000,1.3
4445,20160701000000,1.5
4446,20170516000000,1.5000567
4447,20190522000000,1.3
4448,20160608000000,2.5
4449,20170526000000,2.5
4450,20180529000000,1.6
4451,20170612000000,2.0
4452,20160531000000,3.0
4453,20180824000000,1.7
4454,20180525000000,1.5
4455,20190529000000,1.7
4456,20180525000000,1.6
4457,20190530000000,1.6
4458,20170608000000,1.5
4459,20170601000000,2.0
4460,20160607000000,1.5
4461,20190618000000,1.5
4462,20170511000000,2.0
4463,20190401000000,1.5
4464,20180518000000,1.7
4465,20180925000000,1.7
4466,20170526000000,1.6
4467,20170627000000,1.5
4468,20170420000000,2.0
4469,20190619000000,1.5
4470,20181218000000,1.7
4471,20170518000000,1.7
4472,20190417000000,1.2
4473,20170613000000,1.6
4474,20190628000000,1.4
4475,20170511000000,1.5
4476,20180627000000,1.2
4477,20190529000000,1.6
4478,20180417000000,2.0
4479,20190709000000,1.7
4480,20180504000000,2.0
4481,20190506000000,1.7
4482,20190611000000,1.3
4483,20180427000000,1.6
4484,20170614000000,2.0
4485,20170614000000,2.0
4486,20170606000000,1.9840769999999999
4487,20170616000000,1.5
4488,20180626000000,1.4
4489,20180525000000,1.7
4490,20190513000000,2.2
4491,20170413000000,2.0
4492,20190704000000,1.5
4493,20170523000000,2.0
4494,20180611000000,1.7
4495,20190709000000,1.7
4496,20170525000000,2.0
4497,20170414000000,2.0
4498,20170601000000,2.4617744999999998
4499,20170628000000,1.5
4500,20180426000000,2.0
4501,20190610000000,1.6
4502,20180521000000,1.6
4503,20180626000000,1.5
4504,20180524000000,1.7
4505,20190611000000,1.6
4506,20190531000000,1.5
4507,20170929000000,2.0
4508,20171031000000,1.6
4509,20180611000000,1.5
4510,20180522000000,1.5
4511,20190523000000,1.5
4512,20180525000000,1.5
4513,20171016000000,1.7
4514,20180608000000,1.7
4515,20170901000000,2.5
4516,20180531000000,1.6
4517,20180620000000,1.2
4518,20180510000000,2.0
4519,20170915000000,2.5
4520,20180427000000,1.5
4521,20180427000000,1.7
4522,20180710000000,1.7
4523,20190710000000,1.5
4524,20180525000000,1.7
4525,20180822000000,1.5
4526,20180704000000,1.7
4527,20180528000000,1.3
4528,20190625000000,1.3
4529,20180418000000,1.7
4530,20190524000000,1.6
4531,20180614000000,1.7
4532,20180604000000,1.4
4533,20180605000000,1.7
4534,20180706000000,1.6
4535,20180702000000,1.6
4536,20190524000000,1.6
4537,20180612000000,1.5
4538,20190531000000,1.5
4539,20180613000000,1.5
4540,20180619000000,2.0
4541,20190614000000,1.3
4542,20180511000000,1.5
4543,20190531000000,1.7
4544,20190611000000,1.7
4545,20190604000000,1.3
4546,20180606000000,1.6
4547,20180613000000,1.5
4548,20190612000000,1.5
4549,20180531000000,1.5
4550,20180627000000,1.6
4551,20190618000000,1.5
4552,20180528000000,1.4
4553,20180504000000,1.6
4554,20190517000000,1.2
4555,20190528000000,1.6
4556,20180614000000,1.5
4557,20190618000000,1.7
4558,20190617000000,1.5
4559,20180620000000,1.2
4560,20190612000000,1.5
4561,20180613000000,1.3
4562,20190619000000,1.4
4563,20190422000000,1.5
4564,20190523000000,1.4
4565,20190618000000,1.5
4566,20110506000000,1.5
4567,20140606000000,2.0
4568,20150618000000,2.2
4569,20100419000000,2.5
4570,20110420000000,1.2
4571,20130531000000,1.6
4572,20140417000000,2.0
4573,20150608000000,1.5020004
4574,20100518000000,2.0
4575,20160623000000,2.0
4576,20110516000000,2.0
4577,20150707000000,2.0
4578,20100429000000,2.0
4579,20110428000000,2.0
4580,20120518000000,1.3
4581,20130528000000,1.1999984
4582,20140523000000,1.1999023
4583,20170620000000,1.5
4584,20110712000000,2.0
4585,20160524000000,3.6
4586,20100413000000,2.0
4587,20151020000000,2.0
4588,20100416000000,1.7
4589,20110307000000,1.7
4590,20120423000000,1.5
4591,20170519000000,2.5
4592,20100512000000,1.8
4593,20110506000000,1.25
4594,20130613000000,1.2436885
4595,20140606000000,1.2
4596,20150417000000,1.3
4597,20160415000000,1.3
4598,20170518000000,1.3
4599,20180504000000,1.4
4600,20100504000000,1.5
4601,20110513000000,1.5
4602,20150519000000,2.2001704
4603,20100519000000,2.0
4604,20120412000000,1.5
4605,20130312000000,1.5
4606,20140410000000,1.7954719000000001
4607,20100422000000,1.5
4608,20110428000000,1.5
4609,20130502000000,2.0
4610,20160520000000,2.0
4611,20170621000000,2.0
4612,20100430000000,1.5
4613,20140613000000,2.0
4614,20190712000000,1.5
4615,20100518000000,1.5
4616,20110608000000,1.5
4617,20140403000000,2.0
4618,20170511000000,1.9958566000000002
4619,20100419000000,2.0
4620,20110906000000,1.6
4621,20140515000000,1.497603
4622,20150604000000,1.4997973
4623,20170518000000,1.5
4624,20180524000000,1.4999451000000001
4625,20190605000000,1.3
4626,20100531000000,1.5
4627,20110519000000,1.5
4628,20130416000000,2.0
4629,20180904000000,1.5
4630,20100505000000,1.7
4631,20140519000000,1.9990104
4632,20150422000000,2.1993289999999996
4633,20170425000000,2.995476
4634,20100426000000,2.0
4635,20130621000000,1.5
4636,20160513000000,2.0
4637,20100511000000,2.0
4638,20130528000000,1.6
4639,20150508000000,2.0
4640,20100518000000,2.0
4641,20110509000000,1.5
4642,20150602000000,2.2
4643,20100504000000,2.0
4644,20110428000000,2.0
4645,20170526000000,2.5
4646,20100610000000,2.0
4647,20110525000000,2.0
4648,20100519000000,1.5
4649,20160315000000,2.5
4650,20100416000000,2.2
4651,20110331000000,2.2
4652,20140612000000,2.2
4653,20160412000000,2.2
4654,20100428000000,2.0
4655,20110422000000,1.5
4656,20120522000000,1.3
4657,20160603000000,2.0
4658,20100510000000,2.0
4659,20110519000000,1.5
4660,20120510000000,1.5
4661,20130507000000,1.5
4662,20140519000000,1.5
4663,20150526000000,1.5
4664,20161026000000,3.0
4665,20100428000000,2.0
4666,20110415000000,1.8
4667,20131010000000,2.0
4668,20160503000000,1.9991663
4669,20100520000000,1.2
4670,20110603000000,1.5
4671,20150611000000,1.3
4672,20100414000000,2.0
4673,20120409000000,1.5
4674,20140519000000,2.0
4675,20110513000000,2.0
4676,20140425000000,2.0
4677,20130625000000,2.0
4678,20150514000000,2.0
4679,20100312000000,2.0
4680,20140516000000,2.0
4681,20150424000000,2.0
4682,20110526000000,1.8
4683,20140619000000,1.5
4684,20160519000000,1.2982603
4685,20100513000000,1.5
4686,20110617000000,1.3
4687,20130529000000,1.5
4688,20140612000000,1.3
4689,20170609000000,2.0
4690,20110616000000,1.6
4691,20150512000000,1.6
4692,20160505000000,2.0
4693,20120424000000,1.6
4694,20170512000000,2.0
4695,20120605000000,1.5
4696,20180427000000,2.8
4697,20100426000000,1.6
4698,20110429000000,1.5
4699,20130402000000,2.0
4700,20140402000000,1.2
4701,20150430000000,1.3
4702,20170510000000,1.3
4703,20100507000000,2.0
4704,20130613000000,2.0
4705,20110429000000,1.6
4706,20130510000000,1.6
4707,20160511000000,2.0
4708,20120604000000,2.0
4709,20190422000000,1.5
4710,20100914000000,1.5
4711,20110330000000,2.0
4712,20130506000000,1.5
4713,20140429000000,2.0
4714,20150428000000,2.2
4715,20100528000000,1.25
4716,20130319000000,2.2
4717,20160429000000,1.5
4718,20180510000000,1.8
4719,20110615000000,2.0
4720,20120521000000,2.0
4721,20150526000000,2.0
4722,20100426000000,1.2
4723,20110421000000,2.0
4724,20180509000000,1.5
4725,20110506000000,1.5
4726,20130507000000,2.0
4727,20190605000000,1.6011891999999999
4728,20110328000000,2.0
4729,20120418000000,1.4
4730,20160614000000,2.0
4731,20170614000000,1.4
4732,20100921000000,2.0
4733,20110422000000,2.0
4734,20160530000000,2.0
4735,20100930000000,1.3
4736,20110504000000,1.3
4737,20150706000000,2.0
4738,20100921000000,1.5
4739,20110511000000,2.0
4740,20130626000000,2.0
4741,20100507000000,1.3
4742,20130909000000,2.0
4743,20110523000000,2.0
4744,20160524000000,2.5
4745,20110616000000,1.5
4746,20120621000000,1.5
4747,20130312000000,2.0
4748,20140320000000,1.5
4749,20170519000000,1.8
4750,20100604000000,1.3
4751,20110527000000,2.0
4752,20150407000000,3.0
4753,20120503000000,1.8
4754,20140530000000,1.6
4755,20151014000000,2.0
4756,20110428000000,2.0
4757,20190515000000,1.1904078
4758,20100519000000,1.5
4759,20110824000000,1.5
4760,20120517000000,2.0
4761,20140530000000,2.0
4762,20150609000000,1.9983377
4763,20110607000000,1.5
4764,20120411000000,1.6
4765,20130517000000,2.0
4766,20140526000000,1.8
4767,20150320000000,1.4
4768,20160418000000,1.8
4769,20170418000000,1.2
4770,20180418000000,1.2
4771,20190522000000,1.2
4772,20120531000000,1.6
4773,20140611000000,1.6
4774,20150603000000,1.6
4775,20180712000000,1.3
4776,20110516000000,2.0
4777,20170510000000,2.0
4778,20120424000000,1.5
4779,20140619000000,2.0
4780,20170623000000,2.5
4781,20110415000000,2.0
4782,20120523000000,2.0
4783,20120608000000,1.9
4784,20140603000000,2.0
4785,20170621000000,1.5
4786,20110429000000,2.0
4787,20120504000000,1.5
4788,20140516000000,1.6000634000000002
4789,20150429000000,1.6000111000000001
4790,20160518000000,2.5
4791,20110520000000,1.5
4792,20140513000000,2.0
4793,20150515000000,1.6
4794,20170428000000,1.2
4795,20190514000000,1.3
4796,20110509000000,1.2
4797,20130508000000,2.0
4798,20110616000000,1.3
4799,20130705000000,1.5
4800,20110518000000,2.2
4801,20120511000000,1.7
4802,20130514000000,1.5987064
4803,20140617000000,1.199859
4804,20160516000000,2.464225
4805,20110429000000,2.0
4806,20120615000000,1.5
4807,20140429000000,2.0
4808,20150610000000,1.8
4809,20110512000000,2.0
4810,20120427000000,2.0
4811,20130510000000,1.3
4812,20150430000000,1.3
4813,20160419000000,1.4884083000000001
4814,20170419000000,1.5
4815,20180713000000,1.3
4816,20110520000000,2.0
4817,20170426000000,2.0
4818,20110301000000,2.5
4819,20130520000000,2.2
4820,20140321000000,1.5
4821,20150422000000,1.6
4822,20110526000000,1.5
4823,20130531000000,1.5
4824,20140528000000,1.5
4825,20150525000000,2.0
4826,20100908000000,2.0
4827,20140522000000,2.0
4828,20160624000000,2.0
4829,20110517000000,2.5
4830,20160401000000,2.0
4831,20110421000000,2.5
4832,20151019000000,2.5
4833,20170526000000,1.8
4834,20110527000000,2.0
4835,20120511000000,1.5
4836,20140521000000,1.9954775000000002
4837,20150918000000,2.0
4838,20130509000000,2.0
4839,20160516000000,2.5
4840,20110715000000,2.0
4841,20120525000000,1.3
4842,20100903000000,1.5
4843,20110411000000,1.6
4844,20130527000000,1.3
4845,20150520000000,2.0
4846,20110616000000,2.0
4847,20160530000000,4.0
4848,20110616000000,2.0
4849,20150601000000,2.2
4850,20110603000000,2.0
4851,20140421000000,2.0
4852,20150512000000,2.0
4853,20160513000000,1.3
4854,20110418000000,2.0
4855,20140523000000,1.5
4856,20150930000000,1.5
4857,20110518000000,2.0
4858,20140523000000,1.5
4859,20150514000000,2.0
4860,20170717000000,1.2945278999999998
4861,20110608000000,2.0
4862,20120504000000,1.3
4863,20130516000000,1.5
4864,20150921000000,2.0
4865,20170928000000,2.0
4866,20120608000000,1.5
4867,20160523000000,2.5
4868,20110419000000,2.0
4869,20140520000000,1.8
4870,20151105000000,2.0
4871,20110408000000,2.5
4872,20160530000000,2.5
4873,20181008000000,1.9
4874,20150525000000,2.5
4875,20110613000000,1.1
4876,20160714000000,2.2
4877,20110629000000,1.8
4878,20130613000000,1.3
4879,20140513000000,2.0
4880,20150520000000,1.5
4881,20110707000000,2.0
4882,20140925000000,2.5
4883,20110518000000,1.3
4884,20120529000000,2.0
4885,20150507000000,1.6
4886,20151023000000,2.4
4887,20180525000000,1.497385
4888,20130822000000,2.0
4889,20170517000000,1.8
4890,20110330000000,2.5
4891,20130422000000,2.0
4892,20160525000000,2.5
4893,20110519000000,1.5
4894,20130606000000,2.0
4895,20110418000000,2.0
4896,20120426000000,2.0
4897,20150925000000,2.0
4898,20110510000000,1.8
4899,20120504000000,1.8
4900,20180502000000,1.5
4901,20110506000000,2.5
4902,20150601000000,2.0
4903,20110505000000,1.8
4904,20120515000000,1.8
4905,20140620000000,1.8
4906,20110518000000,2.2
4907,20120613000000,1.9
4908,20130605000000,1.9
4909,20150513000000,2.2
4910,20170825000000,2.0
4911,20110516000000,2.0
4912,20140430000000,2.0
4913,20150514000000,1.9978577999999998
4914,20140714000000,1.4
4915,20110310000000,1.3
4916,20120413000000,2.0
4917,20150505000000,1.5
4918,20160526000000,1.5
4919,20110527000000,2.0
4920,20120515000000,1.6
4921,20180705000000,1.3048783
4922,20130904000000,2.2
4923,20130516000000,2.0
4924,20140507000000,1.5
4925,20170531000000,1.5
4926,20110531000000,1.5
4927,20120516000000,1.5
4928,20140515000000,1.5
4929,20110512000000,2.2
4930,20140513000000,2.2
4931,20160525000000,2.26167
4932,20110513000000,1.5
4933,20130621000000,1.3
4934,20150527000000,1.3
4935,20160525000000,1.5
4936,20170526000000,1.5
4937,20130614000000,2.0
4938,20140509000000,1.5
4939,20150702000000,1.5
4940,20170418000000,2.0
4941,20110427000000,2.0
4942,20120522000000,1.5
4943,20140523000000,2.0
4944,20160524000000,1.6
4945,20110510000000,2.0
4946,20140513000000,1.5
4947,20160426000000,2.2
4948,20110323000000,2.0
4949,20120531000000,1.6
4950,20110421000000,1.3
4951,20120420000000,1.5
4952,20140611000000,1.2003731
4953,20180620000000,1.2930005
4954,20110425000000,2.0
4955,20120504000000,1.3
4956,20140422000000,1.9935790999999998
4957,20110330000000,1.8
4958,20130514000000,1.3
4959,20140512000000,2.0
4960,20140528000000,2.0
4961,20160513000000,2.0
4962,20110503000000,2.0
4963,20120517000000,1.8
4964,20140513000000,1.993734
4965,20160518000000,1.9998781
4966,20110513000000,1.6
4967,20140609000000,2.05
4968,20190610000000,1.8
4969,20110520000000,2.0
4970,20180522000000,1.5
4971,20190313000000,1.5092501999999999
4972,20110429000000,1.8
4973,20140513000000,2.0
4974,20140414000000,2.0
4975,20110516000000,2.0
4976,20130813000000,2.0
4977,20170526000000,1.8373027
4978,20180620000000,1.3
4979,20110418000000,1.8
4980,20120522000000,1.5
4981,20150521000000,2.0
4982,20110509000000,1.8
4983,20150615000000,2.0
4984,20180425000000,1.7999345999999998
4985,20110415000000,2.2
4986,20130621000000,1.9980533
4987,20150320000000,2.0
4988,20160315000000,2.0
4989,20110419000000,1.8
4990,20130517000000,1.6
4991,20140916000000,2.0
4992,20110415000000,2.0
4993,20111031000000,1.7
4994,20120529000000,2.0
4995,20130507000000,1.5
4996,20150504000000,1.5
4997,20160520000000,1.6
4998,20110905000000,2.0
4999,20140821000000,1.2
5000,20150408000000,1.7
5001,20110523000000,2.0
5002,20120515000000,2.0
5003,20130522000000,1.6
5004,20150521000000,1.8
5005,20110429000000,2.0
5006,20140717000000,2.0
5007,20150603000000,2.0
5008,20160524000000,1.6
5009,20110509000000,1.3
5010,20130705000000,1.3
5011,20140704000000,1.6
5012,20180717000000,1.6
5013,20120424000000,2.0
5014,20160509000000,1.2
5015,20170616000000,1.4
5016,20180627000000,1.4
5017,20120608000000,2.0
5018,20150410000000,2.5
5019,20110513000000,2.0
5020,20150512000000,2.0
5021,20120328000000,2.0
5022,20130422000000,1.5
5023,20170525000000,1.5
5024,20110505000000,1.5
5025,20120507000000,1.2
5026,20140530000000,1.3
5027,20150423000000,2.0
5028,20151014000000,3.0
5029,20110513000000,2.2
5030,20120413000000,1.5
5031,20150901000000,2.4073809
5032,20110325000000,2.2
5033,20180425000000,1.9
5034,20110516000000,1.8
5035,20140514000000,1.8
5036,20160503000000,2.0
5037,20170524000000,1.8
5038,20180710000000,1.6
5039,20110524000000,2.0
5040,20120305000000,2.0
5041,20130402000000,1.5
5042,20140404000000,2.0
5043,20160401000000,2.0
5044,20110523000000,2.0
5045,20120427000000,1.2
5046,20130617000000,1.3
5047,20140714000000,1.3
5048,20110527000000,1.3
5049,20120427000000,1.3
5050,20130517000000,1.2
5051,20140416000000,1.5
5052,20150608000000,1.2
5053,20160527000000,1.2
5054,20170620000000,1.3
5055,20110509000000,2.0
5056,20120518000000,1.5
5057,20140521000000,1.5
5058,20150521000000,1.4
5059,20130510000000,2.0
5060,20150514000000,2.0
5061,20110526000000,1.5
5062,20140627000000,2.0
5063,20150528000000,2.5
5064,20120518000000,2.2
5065,20151104000000,3.0
5066,20110429000000,2.0
5067,20150519000000,2.0
5068,20110510000000,2.0
5069,20150924000000,2.0
5070,20110506000000,2.5
5071,20140714000000,2.0002569
5072,20150703000000,1.5025128
5073,20110524000000,2.0
5074,20120612000000,1.8
5075,20160517000000,2.5
5076,20110526000000,2.0
5077,20130708000000,2.0
5078,20140619000000,1.5
5079,20120723000000,2.0
5080,20180614000000,2.0
5081,20110429000000,2.2
5082,20120515000000,2.0
5083,20140423000000,2.0
5084,20150610000000,2.0
5085,20120516000000,2.0
5086,20160504000000,3.2
5087,20140529000000,1.5
5088,20140617000000,2.0
5089,20150925000000,3.0
5090,20110927000000,2.0
5091,20150528000000,2.5
5092,20110610000000,1.2
5093,20120517000000,2.0
5094,20130517000000,1.5
5095,20140520000000,1.6
5096,20110524000000,1.6
5097,20120629000000,1.3
5098,20150430000000,1.5
5099,20160603000000,2.0
5100,20110518000000,1.5
5101,20120619000000,1.5
5102,20130527000000,2.0
5103,20140604000000,1.5
5104,20120221000000,2.0
5105,20120822000000,1.5
5106,20140623000000,1.9138541
5107,20150424000000,1.9830751
5108,20170613000000,1.5999556
5109,20120926000000,2.0
5110,20140520000000,2.0
5111,20150611000000,2.0
5112,20110427000000,1.5
5113,20120601000000,2.0
5114,20110422000000,1.4
5115,20130711000000,1.5
5116,20140630000000,1.9850981
5117,20150525000000,1.5
5118,20110429000000,2.0
5119,20120528000000,1.3
5120,20140709000000,1.4876905
5121,20150619000000,2.0
5122,20120525000000,1.3
5123,20140410000000,1.3
5124,20150415000000,2.0
5125,20160511000000,1.5
5126,20110512000000,1.3
5127,20120529000000,1.3
5128,20150604000000,3.0
5129,20110831000000,2.2
5130,20120823000000,2.0
5131,20120508000000,2.0
5132,20170516000000,1.8
5133,20130619000000,1.2
5134,20180529000000,1.9
5135,20180926000000,1.9
5136,20111031000000,2.0
5137,20120409000000,2.0
5138,20140516000000,2.0
5139,20190531000000,1.5
5140,20140605000000,2.0
5141,20150424000000,2.2
5142,20120511000000,1.5
5143,20130529000000,1.8
5144,20150410000000,2.2
5145,20150521000000,2.5
5146,20180614000000,1.8
5147,20190711000000,1.5
5148,20120709000000,1.8
5149,20140304000000,2.2
5150,20150520000000,1.7
5151,20110509000000,2.0
5152,20120327000000,1.5
5153,20130419000000,1.3
5154,20140520000000,2.0
5155,20151009000000,2.5
5156,20160715000000,1.4996546
5157,20120511000000,2.2
5158,20150610000000,2.0
5159,20120524000000,1.5
5160,20140414000000,1.5
5161,20150422000000,2.0
5162,20190508000000,1.8
5163,20130506000000,2.0
5164,20120511000000,2.5
5165,20160830000000,3.0
5166,20120611000000,2.0
5167,20130619000000,1.5
5168,20160511000000,3.0
5169,20120606000000,2.0
5170,20130607000000,2.0
5171,20150512000000,2.0
5172,20180523000000,1.6
5173,20120413000000,1.8
5174,20130617000000,1.6
5175,20150429000000,2.0
5176,20180611000000,1.8
5177,20120717000000,1.6
5178,20140704000000,1.6
5179,20150921000000,2.5
5180,20120529000000,2.0
5181,20130619000000,2.0
5182,20120620000000,1.5
5183,20140919000000,2.2
5184,20151013000000,2.2
5185,20110916000000,1.4
5186,20150421000000,2.0
5187,20130514000000,1.3
5188,20140513000000,1.5
5189,20170510000000,3.0
5190,20140507000000,1.6
5191,20170927000000,2.0
5192,20110926000000,1.9
5193,20120503000000,1.8
5194,20130513000000,1.5
5195,20140520000000,1.6
5196,20150918000000,1.5
5197,20160519000000,1.1
5198,20160926000000,1.5
5199,20180524000000,1.5
5200,20110927000000,1.5
5201,20120926000000,1.5
5202,20140707000000,2.0
5203,20160929000000,2.2
5204,20120517000000,2.0
5205,20130426000000,2.0
5206,20150414000000,2.0
5207,20120502000000,2.2
5208,20130521000000,2.0
5209,20160928000000,2.3818802000000003
5210,20130524000000,2.0
5211,20120615000000,2.0
5212,20130619000000,1.8
5213,20140618000000,1.8
5214,20120427000000,2.0
5215,20130603000000,1.8
5216,20150409000000,1.4
5217,20160505000000,1.3995941
5218,20120514000000,1.8
5219,20130510000000,1.5
5220,20140523000000,2.0
5221,20130517000000,1.3
5222,20140522000000,1.5
5223,20150528000000,1.2
5224,20160601000000,2.5
5225,20120521000000,1.3
5226,20150428000000,2.5
5227,20160923000000,2.0
5228,20120516000000,2.0
5229,20130402000000,2.0
5230,20150924000000,2.5
5231,20120411000000,2.0
5232,20150514000000,1.4850535
5233,20120511000000,1.8
5234,20140522000000,1.8
5235,20170616000000,1.8
5236,20120613000000,1.1
5237,20130604000000,1.2
5238,20140611000000,1.3
5239,20150522000000,1.9
5240,20160608000000,1.9
5241,20120517000000,2.0
5242,20130515000000,2.0
5243,20140424000000,1.2
5244,20180621000000,1.2
5245,20190627000000,1.2
5246,20120529000000,1.5
5247,20140512000000,2.0
5248,20170417000000,2.0
5249,20120619000000,1.5
5250,20140618000000,2.0
5251,20110831000000,2.0
5252,20120528000000,2.0
5253,20130419000000,2.0
5254,20140612000000,2.0
5255,20120518000000,2.0
5256,20130521000000,1.3
5257,20150428000000,2.0
5258,20120530000000,2.2
5259,20140922000000,2.0
5260,20160511000000,2.8
5261,20120529000000,2.0
5262,20120419000000,2.0
5263,20151113000000,2.5
5264,20130507000000,2.0
5265,20140915000000,1.8
5266,20120517000000,2.0
5267,20150428000000,2.0
5268,20120330000000,1.8
5269,20150504000000,1.9
5270,20150916000000,1.8
5271,20120511000000,1.3
5272,20150505000000,1.6
5273,20180612000000,1.1998058999999999
5274,20120510000000,1.5
5275,20150527000000,1.9054074
5276,20170419000000,1.5
5277,20120613000000,1.5
5278,20130613000000,1.3
5279,20140704000000,2.0
5280,20150611000000,1.8
5281,20120427000000,2.0
5282,20130517000000,1.5
5283,20140619000000,1.3
5284,20130516000000,2.0
5285,20180507000000,1.5
5286,20120612000000,2.0
5287,20150918000000,2.0
5288,20160401000000,1.6
5289,20120424000000,1.7
5290,20150601000000,2.0
5291,20120621000000,1.8
5292,20170609000000,1.8
5293,20180601000000,1.8
5294,20120619000000,2.0
5295,20130520000000,1.5
5296,20140624000000,1.8
5297,20150427000000,1.5
5298,20120530000000,1.3
5299,20141009000000,2.000532
5300,20160524000000,2.5
5301,20180625000000,1.2
5302,20190618000000,1.2000796
5303,20150917000000,2.0
5304,20120709000000,2.0
5305,20140708000000,1.8
5306,20120528000000,1.5
5307,20140820000000,2.2
5308,20150608000000,1.6
5309,20140610000000,1.8
5310,20150414000000,2.0
5311,20150922000000,2.5
5312,20180517000000,1.8
5313,20120507000000,2.0
5314,20150416000000,2.0
5315,20120427000000,2.0
5316,20130520000000,1.3
5317,20160531000000,2.0
5318,20120525000000,1.5
5319,20150612000000,1.5
5320,20160603000000,1.5
5321,20150922000000,2.5
5322,20160926000000,2.0
5323,20130523000000,1.9795843000000002
5324,20180515000000,2.0015213
5325,20120716000000,1.6
5326,20130628000000,1.2
5327,20140722000000,2.0
5328,20190523000000,1.1
5329,20120531000000,1.8
5330,20130531000000,1.3
5331,20140604000000,1.7
5332,20150429000000,1.3
5333,20160509000000,1.8
5334,20120724000000,2.0
5335,20140619000000,1.3
5336,20150528000000,1.5
5337,20120629000000,1.8
5338,20130531000000,2.0
5339,20130606000000,1.5
5340,20140811000000,2.0
5341,20160429000000,2.0
5342,20120509000000,2.0
5343,20140519000000,1.6
5344,20150325000000,2.0
5345,20180522000000,1.5088139
5346,20130517000000,2.0
5347,20160429000000,2.5
5348,20120504000000,2.0
5349,20160614000000,1.9922985
5350,20120427000000,2.2
5351,20130412000000,2.1
5352,20140613000000,2.0
5353,20150616000000,1.3
5354,20160523000000,2.0
5355,20120531000000,2.0
5356,20140411000000,1.9995371
5357,20150410000000,2.5
5358,20160427000000,1.4
5359,20170525000000,1.9
5360,20130716000000,1.4893741999999999
5361,20150515000000,2.5
5362,20180620000000,1.3
5363,20150615000000,1.2
5364,20160708000000,1.2
5365,20120710000000,1.7
5366,20150430000000,2.5
5367,20160420000000,1.8
5368,20120525000000,1.5
5369,20160429000000,2.0
5370,20180427000000,1.5
5371,20120619000000,2.0
5372,20130607000000,1.5
5373,20150602000000,2.0
5374,20120522000000,1.5
5375,20130531000000,1.2
5376,20150528000000,1.5
5377,20160607000000,1.5
5378,20120619000000,1.5
5379,20170615000000,2.0
5380,20120518000000,2.0
5381,20130606000000,1.2
5382,20140523000000,1.5
5383,20150527000000,1.7
5384,20180523000000,2.2
5385,20120504000000,1.6
5386,20130530000000,1.6
5387,20140513000000,1.3
5388,20150703000000,1.3
5389,20160601000000,1.3
5390,20180621000000,1.5
5391,20120607000000,2.0
5392,20130527000000,2.0
5393,20150604000000,1.4
5394,20170714000000,1.5
5395,20120618000000,1.5
5396,20140516000000,1.5
5397,20160525000000,1.8
5398,20120427000000,2.0
5399,20140403000000,2.0
5400,20160622000000,2.0
5401,20150602000000,2.5
5402,20120507000000,1.6
5403,20130528000000,1.3
5404,20140609000000,1.1
5405,20150526000000,2.5
5406,20160601000000,1.1
5407,20170620000000,2.0
5408,20180713000000,1.5
5409,20120417000000,1.3
5410,20140305000000,1.9
5411,20150408000000,2.0
5412,20160510000000,2.0
5413,20120612000000,2.0
5414,20130625000000,1.6
5415,20150504000000,2.5
5416,20120423000000,1.5
5417,20130503000000,2.0
5418,20150527000000,2.2
5419,20120405000000,2.0
5420,20150428000000,1.98657
5421,20160325000000,1.9973193999999999
5422,20120531000000,1.5
5423,20130522000000,2.2
